Menge;AccountingMonth;Produktionsstandort;Vertriebsweg;Landeskürzel;Land;Gruppe
60;201602;Standort2;direkt;IN;Indien;3
40;201602;Standort2;direkt;IN;Indien;3
3;201602;Standort2;indirekt;DE;Deutschland;3
4;201602;Standort2;indirekt;DE;Deutschland;3
3;201602;Standort2;indirekt;DE;Deutschland;3
3;201602;Standort2;indirekt;DE;Deutschland;3
1;201602;Standort2;indirekt;DE;Deutschland;3
1;201602;Standort2;indirekt;DE;Deutschland;3
3;201602;Standort2;indirekt;DE;Deutschland;3
20;201603;Standort2;direkt;IN;Indien;3
24;201604;Standort2;direkt;IN;Indien;3
1;201602;Standort2;direkt;IN;Indien;3
6;201602;Standort2;direkt;IN;Indien;1
4;201602;Standort2;indirekt;DE;Deutschland;3
5;201602;Standort2;indirekt;DE;Deutschland;3
5;201602;Standort2;indirekt;DE;Deutschland;3
20;201603;Standort2;indirekt;DE;Deutschland;1
45;201603;Standort2;direkt;IN;Indien;1
1;201602;Standort2;direkt;IN;Indien;3
4;201602;Standort2;direkt;IN;Indien;1
15;201603;Standort2;direkt;IN;Indien;1
2;201603;Standort2;direkt;IN;Indien;1
2;201603;Standort2;indirekt;DE;Deutschland;3
1;201603;Standort2;indirekt;DE;Deutschland;3
4;201602;Standort2;indirekt;DE;Deutschland;3
1;201602;Standort2;indirekt;DE;Deutschland;3
2;201603;Standort2;indirekt;DE;Deutschland;3
60;201603;Standort2;direkt;IN;Indien;1
31;201603;Standort2;direkt;IN;Indien;3
9;201603;Standort2;direkt;IN;Indien;1
2;201603;Standort2;direkt;IN;Indien;1
2;201603;Standort2;direkt;IN;Indien;1
6;201603;Standort2;direkt;IN;Indien;3
2;201603;Standort2;direkt;IN;Indien;1
1;201602;Standort2;indirekt;DE;Deutschland;3
1;201602;Standort2;indirekt;DE;Deutschland;3
1;201603;Standort2;indirekt;DE;Deutschland;3
15;201603;Standort2;direkt;IN;Indien;1
14;201603;Standort2;direkt;IN;Indien;1
77;201604;Standort2;direkt;IN;Indien;1
1;201602;Standort2;indirekt;DE;Deutschland;3
1;201602;Standort2;indirekt;DE;Deutschland;3
6;201602;Standort2;direkt;IN;Indien;3
2;201603;Standort2;direkt;IN;Indien;1
5;201603;Standort2;direkt;IN;Indien;1
12;201602;Standort2;direkt;IN;Indien;2
5;201602;Standort2;indirekt;DE;Deutschland;5
1;201602;Standort2;indirekt;DE;Deutschland;5
3;201603;Standort2;direkt;IN;Indien;1
1;201603;Standort2;direkt;IN;Indien;3
2;201603;Standort2;indirekt;DE;Deutschland;3
5;201602;Standort2;indirekt;DE;Deutschland;3
5;201603;Standort2;direkt;IN;Indien;1
1;201603;Standort2;indirekt;DE;Deutschland;3
2;201604;Standort2;direkt;IN;Indien;3
2;201604;Standort2;direkt;IN;Indien;3
1;201604;Standort2;direkt;IN;Indien;1
18;201603;Standort2;direkt;IN;Indien;1
20;201603;Standort2;direkt;IN;Indien;1
6;201604;Standort2;direkt;IN;Indien;3
1;201603;Standort2;indirekt;DE;Deutschland;3
2;201603;Standort2;indirekt;DE;Deutschland;3
10;201603;Standort2;direkt;IN;Indien;1
2;201603;Standort2;direkt;IN;Indien;1
13;201603;Standort2;direkt;IN;Indien;3
1;201603;Standort2;direkt;IN;Indien;1
20;201604;Standort2;indirekt;DE;Deutschland;1
2;201603;Standort2;indirekt;DE;Deutschland;3
1;201603;Standort2;indirekt;DE;Deutschland;1
4;201604;Standort2;direkt;IN;Indien;1
2;201603;Standort2;indirekt;DE;Deutschland;3
2;201603;Standort2;indirekt;DE;Deutschland;3
1;201605;Standort2;direkt;IN;Indien;1
1;201603;Standort2;direkt;IN;Indien;3
1;201603;Standort2;indirekt;DE;Deutschland;1
3;201603;Standort2;indirekt;DE;Deutschland;3
9;201603;Standort2;direkt;IN;Indien;1
2;201603;Standort2;direkt;IN;Indien;1
2;201604;Standort2;direkt;IN;Indien;3
12;201604;Standort2;indirekt;DE;Deutschland;3
1;201603;Standort2;indirekt;DE;Deutschland;5
38;201603;Standort2;indirekt;DE;Deutschland;3
2;201604;Standort2;indirekt;DE;Deutschland;3
10;201603;Standort2;indirekt;DE;Deutschland;3
2;201604;Standort2;indirekt;DE;Deutschland;3
1;201603;Standort2;indirekt;DE;Deutschland;3
1;201603;Standort2;indirekt;DE;Deutschland;3
1;201603;Standort2;indirekt;DE;Deutschland;5
1;201603;Standort2;indirekt;DE;Deutschland;5
5;201603;Standort2;indirekt;DE;Deutschland;3
2;201604;Standort2;indirekt;DE;Deutschland;3
2;201604;Standort2;indirekt;DE;Deutschland;3
2;201604;Standort2;indirekt;DE;Deutschland;3
2;201604;Standort2;indirekt;DE;Deutschland;5
2;201604;Standort2;indirekt;DE;Deutschland;5
25;201603;Standort2;indirekt;DE;Deutschland;3
4;201604;Standort2;indirekt;DE;Deutschland;3
4;201604;Standort2;indirekt;DE;Deutschland;3
1;201604;Standort2;indirekt;DE;Deutschland;3
16;201604;Standort2;indirekt;DE;Deutschland;1
5;201604;Standort2;direkt;IN;Indien;1
4;201604;Standort2;direkt;IN;Indien;3
5;201603;Standort2;indirekt;DE;Deutschland;5
5;201604;Standort2;direkt;IN;Indien;3
20;201604;Standort2;direkt;IN;Indien;1
30;201604;Standort2;direkt;IN;Indien;1
1;201608;Standort2;direkt;IN;Indien;5
1;201604;Standort2;direkt;IN;Indien;5
3;201604;Standort2;direkt;IN;Indien;1
3;201604;Standort2;direkt;IN;Indien;1
6;201603;Standort2;indirekt;DE;Deutschland;3
5;201604;Standort2;direkt;IN;Indien;3
10;201604;Standort2;direkt;IN;Indien;2
4;201604;Standort2;direkt;IN;Indien;3
3;201604;Standort2;direkt;IN;Indien;1
3;201604;Standort2;direkt;IN;Indien;1
2;201604;Standort2;indirekt;DE;Deutschland;3
1;201603;Standort2;direkt;IN;Indien;3
1;201604;Standort2;indirekt;DE;Deutschland;3
3;201604;Standort2;indirekt;DE;Deutschland;3
2;201604;Standort2;indirekt;DE;Deutschland;3
5;201604;Standort2;direkt;IN;Indien;1
2;201604;Standort2;direkt;IN;Indien;3
4;201604;Standort2;direkt;IN;Indien;3
15;201604;Standort2;indirekt;DE;Deutschland;3
4;201604;Standort2;direkt;IN;Indien;1
20;201605;Standort2;direkt;IN;Indien;1
1;201603;Standort2;direkt;IN;Indien;1
1;201604;Standort2;direkt;IN;Indien;3
8;201604;Standort2;indirekt;DE;Deutschland;1
1;201604;Standort2;indirekt;DE;Deutschland;3
10;201610;Standort2;indirekt;DE;Deutschland;1
20;201610;Standort2;indirekt;DE;Deutschland;1
30;201610;Standort2;indirekt;DE;Deutschland;1
12;201604;Standort2;indirekt;DE;Deutschland;3
2;201604;Standort2;direkt;IN;Indien;1
6;201604;Standort2;indirekt;DE;Deutschland;1
2;201604;Standort2;indirekt;DE;Deutschland;5
112;201605;Standort2;direkt;IN;Indien;3
150;201604;Standort2;direkt;IN;Indien;3
2;201604;Standort2;indirekt;DE;Deutschland;3
1;201604;Standort2;direkt;IN;Indien;1
2;201604;Standort2;direkt;IN;Indien;3
1;201604;Standort2;indirekt;DE;Deutschland;5
7;201605;Standort2;indirekt;DE;Deutschland;1
6;201604;Standort2;direkt;IN;Indien;3
28;201604;Standort2;direkt;IN;Indien;1
14;201604;Standort2;direkt;IN;Indien;1
4;201604;Standort2;indirekt;DE;Deutschland;3
4;201604;Standort2;indirekt;DE;Deutschland;3
4;201604;Standort2;direkt;IN;Indien;1
4;201604;Standort2;direkt;IN;Indien;1
5;201604;Standort2;direkt;IN;Indien;1
4;201605;Standort2;indirekt;DE;Deutschland;3
50;201604;Standort2;direkt;IN;Indien;1
2;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;1
1;201605;Standort2;direkt;IN;Indien;1
20;201605;Standort2;direkt;IN;Indien;1
5;201605;Standort2;direkt;IN;Indien;3
10;201605;Standort2;direkt;IN;Indien;3
20;201605;Standort2;indirekt;DE;Deutschland;1
2;201604;Standort2;indirekt;DE;Deutschland;3
7;201604;Standort2;direkt;IN;Indien;3
4;201604;Standort2;direkt;IN;Indien;3
2;201605;Standort2;direkt;IN;Indien;1
2;201605;Standort2;direkt;IN;Indien;3
20;201605;Standort2;indirekt;DE;Deutschland;3
4;201604;Standort2;indirekt;DE;Deutschland;3
2;201604;Standort2;indirekt;DE;Deutschland;3
13;201605;Standort2;indirekt;DE;Deutschland;3
1;201604;Standort2;direkt;IN;Indien;1
7;201605;Standort2;indirekt;DE;Deutschland;3
1;201604;Standort2;direkt;IN;Indien;1
7;201604;Standort2;direkt;IN;Indien;1
1;201605;Standort2;direkt;IN;Indien;1
4;201605;Standort2;direkt;IN;Indien;1
10;201606;Standort2;direkt;IN;Indien;1
2;201605;Standort2;direkt;IN;Indien;1
4;201604;Standort2;direkt;IN;Indien;3
1;201605;Standort2;indirekt;DE;Deutschland;3
1;201606;Standort2;indirekt;DE;Deutschland;3
10;201605;Standort2;direkt;IN;Indien;1
5;201606;Standort2;indirekt;DE;Deutschland;1
4;201605;Standort2;direkt;IN;Indien;1
1;201605;Standort2;direkt;IN;Indien;1
5;201605;Standort2;direkt;IN;Indien;3
8;201605;Standort2;indirekt;DE;Deutschland;3
1;201605;Standort2;indirekt;DE;Deutschland;3
1;201605;Standort2;indirekt;DE;Deutschland;3
1;201605;Standort2;indirekt;DE;Deutschland;5
8;201604;Standort2;indirekt;DE;Deutschland;3
4;201604;Standort2;indirekt;DE;Deutschland;3
3;201604;Standort2;indirekt;DE;Deutschland;3
2;201605;Standort2;indirekt;DE;Deutschland;3
12;201606;Standort2;direkt;IN;Indien;1
6;201605;Standort2;direkt;IN;Indien;1
33;201604;Standort2;indirekt;DE;Deutschland;3
7;201605;Standort2;indirekt;DE;Deutschland;3
2;201605;Standort2;direkt;IN;Indien;3
45;201606;Standort2;direkt;IN;Indien;3
15;201606;Standort2;direkt;IN;Indien;3
1;201605;Standort2;indirekt;DE;Deutschland;3
12;201606;Standort2;direkt;IN;Indien;1
6;201605;Standort2;direkt;IN;Indien;1
2;201605;Standort2;direkt;IN;Indien;1
5;201605;Standort2;direkt;IN;Indien;1
6;201605;Standort2;direkt;IN;Indien;1
1;201605;Standort2;indirekt;DE;Deutschland;3
1;201605;Standort2;indirekt;DE;Deutschland;5
2;201606;Standort2;indirekt;DE;Deutschland;1
15;201605;Standort2;direkt;IN;Indien;1
4;201605;Standort2;direkt;IN;Indien;3
4;201605;Standort2;direkt;IN;Indien;3
2;201605;Standort2;direkt;IN;Indien;1
2;201605;Standort2;direkt;IN;Indien;1
6;201605;Standort2;direkt;IN;Indien;1
1;201605;Standort2;direkt;IN;Indien;1
1;201605;Standort2;indirekt;DE;Deutschland;3
3;201605;Standort2;direkt;IN;Indien;3
10;201605;Standort2;indirekt;DE;Deutschland;3
1;201606;Standort2;indirekt;DE;Deutschland;1
1;201605;Standort2;indirekt;DE;Deutschland;1
10;201605;Standort2;indirekt;DE;Deutschland;3
9;201605;Standort2;indirekt;DE;Deutschland;3
1;201605;Standort2;indirekt;DE;Deutschland;3
3;201605;Standort2;direkt;IN;Indien;1
5;201605;Standort2;indirekt;DE;Deutschland;3
50;201605;Standort2;indirekt;DE;Deutschland;3
4;201605;Standort2;indirekt;DE;Deutschland;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
3;201605;Standort2;direkt;IN;Indien;3
2;201605;Standort2;indirekt;DE;Deutschland;3
1;201605;Standort2;direkt;IN;Indien;3
7;201605;Standort2;direkt;IN;Indien;1
13;201605;Standort2;direkt;IN;Indien;1
2;201605;Standort2;direkt;IN;Indien;1
1;201605;Standort2;direkt;IN;Indien;1
3;201606;Standort2;direkt;IN;Indien;3
19;201606;Standort2;direkt;IN;Indien;1
3;201605;Standort2;direkt;IN;Indien;3
1;201605;Standort2;direkt;IN;Indien;3
4;201605;Standort2;direkt;IN;Indien;5
2;201605;Standort2;direkt;IN;Indien;1
4;201605;Standort2;direkt;IN;Indien;1
6;201605;Standort2;indirekt;DE;Deutschland;1
21;201605;Standort2;indirekt;DE;Deutschland;3
29;201605;Standort2;indirekt;DE;Deutschland;3
2;201605;Standort2;indirekt;DE;Deutschland;1
2;201605;Standort2;indirekt;DE;Deutschland;5
1;201605;Standort2;direkt;IN;Indien;1
1;201605;Standort2;direkt;IN;Indien;1
4;201606;Standort2;direkt;IN;Indien;1
2;201606;Standort2;direkt;IN;Indien;1
1;201606;Standort2;direkt;IN;Indien;1
4;201606;Standort2;indirekt;DE;Deutschland;3
1;201606;Standort2;indirekt;DE;Deutschland;3
1;201606;Standort2;indirekt;DE;Deutschland;3
4;201605;Standort2;indirekt;DE;Deutschland;1
2;201605;Standort2;indirekt;DE;Deutschland;5
2;201605;Standort2;direkt;IN;Indien;1
12;201608;Standort2;direkt;IN;Indien;2
8;201606;Standort2;indirekt;DE;Deutschland;3
1;201606;Standort2;direkt;IN;Indien;1
1;201606;Standort2;direkt;IN;Indien;1
1;201605;Standort2;direkt;IN;Indien;1
1;201605;Standort2;direkt;IN;Indien;1
6;201605;Standort2;direkt;IN;Indien;3
2;201606;Standort2;indirekt;DE;Deutschland;3
4;201606;Standort2;indirekt;DE;Deutschland;1
2;201606;Standort2;indirekt;DE;Deutschland;3
1;201606;Standort2;indirekt;DE;Deutschland;3
12;201606;Standort2;indirekt;DE;Deutschland;3
6;201606;Standort2;indirekt;DE;Deutschland;3
22;201608;Standort2;direkt;IN;Indien;1
6;201606;Standort2;direkt;IN;Indien;1
1;201606;Standort2;direkt;IN;Indien;1
1;201606;Standort2;indirekt;DE;Deutschland;5
50;201606;Standort2;direkt;IN;Indien;1
2;201606;Standort2;indirekt;DE;Deutschland;1
4;201606;Standort2;indirekt;DE;Deutschland;1
4;201606;Standort2;direkt;IN;Indien;3
3;201606;Standort2;direkt;IN;Indien;1
1;201606;Standort2;indirekt;DE;Deutschland;3
2;201606;Standort2;indirekt;DE;Deutschland;3
1;201606;Standort2;indirekt;DE;Deutschland;3
2;201606;Standort2;indirekt;DE;Deutschland;5
1;201606;Standort2;direkt;IN;Indien;1
5;201606;Standort2;indirekt;DE;Deutschland;3
1;201607;Standort2;direkt;IN;Indien;1
1;201606;Standort2;direkt;IN;Indien;3
1;201606;Standort2;direkt;IN;Indien;3
4;201606;Standort2;indirekt;DE;Deutschland;3
1;201606;Standort2;indirekt;DE;Deutschland;5
3;201607;Standort2;direkt;IN;Indien;1
1;201606;Standort2;direkt;IN;Indien;2
1;201606;Standort2;direkt;IN;Indien;1
1;201607;Standort2;indirekt;DE;Deutschland;3
7;201606;Standort2;direkt;IN;Indien;1
7;201606;Standort2;direkt;IN;Indien;3
1;201606;Standort2;indirekt;DE;Deutschland;3
10;201606;Standort2;direkt;IN;Indien;1
7;201606;Standort2;direkt;IN;Indien;1
1;201606;Standort2;indirekt;DE;Deutschland;1
10;201608;Standort2;direkt;IN;Indien;1
1;201606;Standort2;direkt;IN;Indien;1
1;201606;Standort2;indirekt;DE;Deutschland;3
4;201606;Standort2;direkt;IN;Indien;1
1;201607;Standort2;direkt;IN;Indien;3
3;201606;Standort2;indirekt;DE;Deutschland;3
2;201606;Standort2;indirekt;DE;Deutschland;3
13;201606;Standort2;direkt;IN;Indien;3
2;201606;Standort2;direkt;IN;Indien;1
2;201606;Standort2;direkt;IN;Indien;1
1;201606;Standort2;direkt;IN;Indien;1
3;201606;Standort2;direkt;IN;Indien;1
3;201606;Standort2;direkt;IN;Indien;1
4;201606;Standort2;direkt;IN;Indien;1
1;201606;Standort2;direkt;IN;Indien;1
2;201606;Standort2;direkt;IN;Indien;1
1;201606;Standort2;direkt;IN;Indien;1
20;201607;Standort2;indirekt;DE;Deutschland;1
1;201607;Standort2;indirekt;DE;Deutschland;5
3;201607;Standort2;indirekt;DE;Deutschland;3
12;201607;Standort2;indirekt;DE;Deutschland;3
5;201607;Standort2;direkt;IN;Indien;1
20;201610;Standort2;direkt;IN;Indien;1
3;201610;Standort2;direkt;IN;Indien;1
3;201610;Standort2;direkt;IN;Indien;1
65;201609;Standort2;direkt;IN;Indien;2
26;201608;Standort2;direkt;IN;Indien;1
8;201607;Standort2;direkt;IN;Indien;2
12;201606;Standort2;direkt;IN;Indien;1
7;201606;Standort2;direkt;IN;Indien;3
1;201606;Standort2;direkt;IN;Indien;3
8;201606;Standort2;indirekt;DE;Deutschland;3
4;201607;Standort2;indirekt;DE;Deutschland;3
8;201607;Standort2;indirekt;DE;Deutschland;3
1;201606;Standort2;indirekt;DE;Deutschland;3
7;201606;Standort2;indirekt;DE;Deutschland;3
13;201606;Standort2;indirekt;DE;Deutschland;3
5;201607;Standort2;indirekt;DE;Deutschland;3
10;201607;Standort2;indirekt;DE;Deutschland;3
2;201607;Standort2;direkt;IN;Indien;3
4;201607;Standort2;indirekt;DE;Deutschland;1
4;201607;Standort2;indirekt;DE;Deutschland;1
3;201607;Standort2;indirekt;DE;Deutschland;1
1;201607;Standort2;indirekt;DE;Deutschland;5
4;201606;Standort2;indirekt;DE;Deutschland;3
2;201606;Standort2;indirekt;DE;Deutschland;3
4;201607;Standort2;direkt;IN;Indien;1
5;201607;Standort2;direkt;IN;Indien;1
7;201607;Standort2;indirekt;DE;Deutschland;3
29;201607;Standort2;indirekt;DE;Deutschland;3
12;201607;Standort2;indirekt;DE;Deutschland;3
2;201607;Standort2;indirekt;DE;Deutschland;3
2;201607;Standort2;indirekt;DE;Deutschland;3
2;201607;Standort2;indirekt;DE;Deutschland;3
2;201607;Standort2;indirekt;DE;Deutschland;3
2;201606;Standort2;direkt;IN;Indien;1
2;201606;Standort2;direkt;IN;Indien;3
1;201606;Standort2;direkt;IN;Indien;3
1;201606;Standort2;indirekt;DE;Deutschland;3
3;201606;Standort2;direkt;IN;Indien;3
3;201607;Standort2;direkt;IN;Indien;1
1;201606;Standort2;direkt;IN;Indien;1
3;201606;Standort2;direkt;IN;Indien;1
1;201607;Standort2;indirekt;DE;Deutschland;5
3;201607;Standort2;indirekt;DE;Deutschland;5
7;201607;Standort2;indirekt;DE;Deutschland;3
2;201607;Standort2;indirekt;DE;Deutschland;3
1;201607;Standort2;direkt;IN;Indien;3
2;201609;Standort2;direkt;IN;Indien;2
4;201607;Standort2;indirekt;DE;Deutschland;3
4;201607;Standort2;indirekt;DE;Deutschland;3
4;201608;Standort2;indirekt;DE;Deutschland;1
1;201606;Standort2;direkt;IN;Indien;1
1;201610;Standort2;direkt;IN;Indien;2
1;201607;Standort2;direkt;IN;Indien;3
2;201607;Standort2;indirekt;DE;Deutschland;3
1;201607;Standort2;indirekt;DE;Deutschland;3
16;201607;Standort2;indirekt;DE;Deutschland;3
2;201607;Standort2;indirekt;DE;Deutschland;3
2;201606;Standort2;direkt;IN;Indien;1
8;201607;Standort2;direkt;IN;Indien;3
7;201607;Standort2;direkt;IN;Indien;1
4;201606;Standort2;direkt;IN;Indien;1
6;201606;Standort2;direkt;IN;Indien;1
4;201607;Standort2;direkt;IN;Indien;1
10;201607;Standort2;indirekt;DE;Deutschland;3
3;201607;Standort2;indirekt;DE;Deutschland;3
3;201607;Standort2;direkt;IN;Indien;1
2;201608;Standort2;direkt;IN;Indien;3
3;201608;Standort2;indirekt;DE;Deutschland;5
2;201607;Standort2;indirekt;DE;Deutschland;3
1;201606;Standort2;direkt;IN;Indien;1
2;201608;Standort2;indirekt;DE;Deutschland;1
2;201608;Standort2;direkt;IN;Indien;1
23;201607;Standort2;direkt;IN;Indien;1
16;201607;Standort2;direkt;IN;Indien;1
4;201607;Standort2;direkt;IN;Indien;1
3;201608;Standort2;direkt;IN;Indien;1
2;201608;Standort2;direkt;IN;Indien;1
10;201608;Standort2;direkt;IN;Indien;1
3;201608;Standort2;direkt;IN;Indien;1
2;201608;Standort2;direkt;IN;Indien;1
7;201608;Standort2;direkt;IN;Indien;1
3;201608;Standort2;direkt;IN;Indien;1
4;201607;Standort2;indirekt;DE;Deutschland;1
1;201607;Standort2;direkt;IN;Indien;1
1;201607;Standort2;direkt;IN;Indien;1
1;201607;Standort2;indirekt;DE;Deutschland;3
3;201608;Standort2;direkt;IN;Indien;3
3;201607;Standort2;direkt;IN;Indien;3
4;201607;Standort2;direkt;IN;Indien;1
5;201607;Standort2;direkt;IN;Indien;3
6;201607;Standort2;direkt;IN;Indien;1
2;201608;Standort2;direkt;IN;Indien;1
1;201607;Standort2;direkt;IN;Indien;1
4;201607;Standort2;indirekt;DE;Deutschland;3
100;201608;Standort2;direkt;IN;Indien;1
21;201607;Standort2;direkt;IN;Indien;1
59;201607;Standort2;direkt;IN;Indien;1
1;201607;Standort2;direkt;IN;Indien;5
11;201608;Standort2;direkt;IN;Indien;1
5;201608;Standort2;direkt;IN;Indien;1
2;201607;Standort2;direkt;IN;Indien;1
1;201608;Standort2;indirekt;DE;Deutschland;3
30;201608;Standort2;indirekt;DE;Deutschland;3
1;201607;Standort2;indirekt;DE;Deutschland;3
7;201607;Standort2;direkt;IN;Indien;1
20;201607;Standort2;indirekt;DE;Deutschland;3
1;201607;Standort2;direkt;IN;Indien;1
1;201608;Standort2;direkt;IN;Indien;1
5;201608;Standort2;direkt;IN;Indien;1
22;201608;Standort2;direkt;IN;Indien;1
6;201607;Standort2;indirekt;DE;Deutschland;3
4;201607;Standort2;indirekt;DE;Deutschland;3
4;201607;Standort2;indirekt;DE;Deutschland;3
4;201607;Standort2;indirekt;DE;Deutschland;3
27;201608;Standort2;indirekt;DE;Deutschland;1
6;201608;Standort2;indirekt;DE;Deutschland;3
3;201608;Standort2;direkt;IN;Indien;1
3;201608;Standort2;direkt;IN;Indien;1
1;201608;Standort2;direkt;IN;Indien;1
5;201608;Standort2;direkt;IN;Indien;1
2;201608;Standort2;direkt;IN;Indien;1
10;201608;Standort2;direkt;IN;Indien;1
1;201607;Standort2;indirekt;DE;Deutschland;3
5;201607;Standort2;indirekt;DE;Deutschland;1
1;201608;Standort2;direkt;IN;Indien;3
11;201608;Standort2;direkt;IN;Indien;1
1;201608;Standort2;direkt;IN;Indien;3
2;201608;Standort2;direkt;IN;Indien;1
3;201608;Standort2;direkt;IN;Indien;1
2;201608;Standort2;direkt;IN;Indien;1
9;201608;Standort2;direkt;IN;Indien;1
220;201609;Standort2;direkt;IN;Indien;1
1;201607;Standort2;direkt;IN;Indien;3
10;201609;Standort2;indirekt;DE;Deutschland;3
2;201608;Standort2;indirekt;DE;Deutschland;5
2;201608;Standort2;indirekt;DE;Deutschland;3
1;201608;Standort2;direkt;IN;Indien;3
2;201608;Standort2;direkt;IN;Indien;3
7;201607;Standort2;direkt;IN;Indien;2
1;201608;Standort2;direkt;IN;Indien;1
1;201608;Standort2;direkt;IN;Indien;1
1;201608;Standort2;direkt;IN;Indien;1
2;201608;Standort2;direkt;IN;Indien;1
1;201608;Standort2;direkt;IN;Indien;1
1;201608;Standort2;direkt;IN;Indien;1
2;201608;Standort2;indirekt;DE;Deutschland;3
1;201608;Standort2;indirekt;DE;Deutschland;3
12;201608;Standort2;indirekt;DE;Deutschland;3
6;201608;Standort2;direkt;IN;Indien;2
12;201608;Standort2;direkt;IN;Indien;1
9;201608;Standort2;direkt;IN;Indien;1
6;201608;Standort2;direkt;IN;Indien;1
2;201608;Standort2;direkt;IN;Indien;1
1;201608;Standort2;direkt;IN;Indien;1
1;201607;Standort2;direkt;IN;Indien;1
1;201607;Standort2;direkt;IN;Indien;3
4;201607;Standort2;direkt;IN;Indien;3
1;201608;Standort2;direkt;IN;Indien;1
6;201608;Standort2;indirekt;DE;Deutschland;1
1;201608;Standort2;direkt;IN;Indien;1
10;201608;Standort2;indirekt;DE;Deutschland;3
4;201608;Standort2;indirekt;DE;Deutschland;3
8;201608;Standort2;indirekt;DE;Deutschland;3
20;201608;Standort2;indirekt;DE;Deutschland;3
4;201608;Standort2;direkt;IN;Indien;3
8;201608;Standort2;indirekt;DE;Deutschland;3
30;201608;Standort2;indirekt;DE;Deutschland;3
12;201609;Standort2;direkt;IN;Indien;1
13;201609;Standort2;direkt;IN;Indien;1
1;201608;Standort2;indirekt;DE;Deutschland;5
1;201608;Standort2;indirekt;DE;Deutschland;3
20;201609;Standort2;direkt;IN;Indien;3
16;201609;Standort2;direkt;IN;Indien;3
2;201608;Standort2;indirekt;DE;Deutschland;1
52;201609;Standort2;direkt;IN;Indien;1
42;201609;Standort2;direkt;IN;Indien;1
9;201608;Standort2;direkt;IN;Indien;1
9;201609;Standort2;direkt;IN;Indien;1
8;201609;Standort2;direkt;IN;Indien;1
8;201609;Standort2;direkt;IN;Indien;1
3;201608;Standort2;direkt;IN;Indien;1
1;201609;Standort2;indirekt;DE;Deutschland;5
9;201608;Standort2;direkt;IN;Indien;3
2;201608;Standort2;direkt;IN;Indien;1
1;201608;Standort2;indirekt;DE;Deutschland;3
2;201608;Standort2;indirekt;DE;Deutschland;3
2;201608;Standort2;indirekt;DE;Deutschland;3
3;201608;Standort2;direkt;IN;Indien;1
2;201608;Standort2;direkt;IN;Indien;1
2;201608;Standort2;indirekt;DE;Deutschland;3
1;201608;Standort2;direkt;IN;Indien;3
5;201608;Standort2;indirekt;DE;Deutschland;3
2;201608;Standort2;indirekt;DE;Deutschland;3
10;201609;Standort2;direkt;IN;Indien;3
5;201608;Standort2;indirekt;DE;Deutschland;3
8;201609;Standort2;direkt;IN;Indien;1
120;201608;Standort2;indirekt;DE;Deutschland;3
3;201608;Standort2;indirekt;DE;Deutschland;3
2;201609;Standort2;direkt;IN;Indien;3
1;201609;Standort2;direkt;IN;Indien;3
1;201608;Standort2;indirekt;DE;Deutschland;1
5;201608;Standort2;indirekt;DE;Deutschland;3
2;201608;Standort2;indirekt;DE;Deutschland;3
1;201610;Standort2;indirekt;GB;Vereinigtes Königreich;3
1;201610;Standort2;indirekt;GB;Vereinigtes Königreich;1
1;201609;Standort2;indirekt;DE;Deutschland;3
1;201609;Standort2;indirekt;DE;Deutschland;3
1;201608;Standort2;indirekt;DE;Deutschland;3
7;201610;Standort2;direkt;IN;Indien;3
10;201610;Standort2;direkt;IN;Indien;3
18;201609;Standort2;direkt;IN;Indien;3
1;201609;Standort2;indirekt;DE;Deutschland;3
2;201609;Standort2;direkt;IN;Indien;3
2;201609;Standort2;direkt;IN;Indien;3
2;201609;Standort2;direkt;IN;Indien;1
3;201609;Standort2;direkt;IN;Indien;1
4;201609;Standort2;direkt;IN;Indien;1
2;201609;Standort2;indirekt;DE;Deutschland;1
5;201609;Standort2;indirekt;DE;Deutschland;1
1;201609;Standort2;direkt;IN;Indien;1
195;201609;Standort2;indirekt;DE;Deutschland;1
5;201609;Standort2;indirekt;DE;Deutschland;1
1;201609;Standort2;direkt;IN;Indien;1
1;201609;Standort2;indirekt;DE;Deutschland;5
5;201609;Standort2;direkt;IN;Indien;1
1;201609;Standort2;indirekt;DE;Deutschland;1
4;201609;Standort2;indirekt;DE;Deutschland;5
30;201609;Standort2;indirekt;DE;Deutschland;3
4;201609;Standort2;indirekt;DE;Deutschland;3
2;201609;Standort2;direkt;IN;Indien;1
4;201609;Standort2;direkt;IN;Indien;1
2;201609;Standort2;direkt;IN;Indien;1
1;201609;Standort2;direkt;IN;Indien;1
1;201609;Standort2;direkt;IN;Indien;1
1;201609;Standort2;direkt;IN;Indien;1
